,0,1,2,3,4,5
0,-0.05067461256810871,1.106442186074943,0.6471086741937193,-0.11571729488288168,0.902491464994102,0.0
1,-0.05025922734652907,1.1040428495705465,0.6439861808437198,-0.11430693465274133,0.8988209321339213,0.0
2,-0.04540776004408889,1.0779145310990343,0.6118657108119192,-0.10022685312710261,0.8625895793548934,0.0
3,-0.027130105311859,0.9975275648563018,0.5146646612118673,-0.057715699257638975,0.7531747970285978,0.0
4,-0.0070106387829211025,1.0355932807636414,0.5591826073060289,-0.08015362690755196,0.8227505174017695,0.0
5,-0.003472245419450015,1.0889634803238166,0.6164646511936536,-0.10887272953468774,0.9037862425863405,0.0
6,-0.004649385915557552,1.1843252186979756,0.7159701614309549,-0.1596499476958717,1.0465311822194143,0.0
7,-0.0172388670201348,1.3390403440105056,0.874213052401656,-0.24081859685037416,1.280856674335285,0.0
8,-0.02922169191391652,1.5032450897456329,1.0257913587343808,-0.31385682256836367,1.5240772983947943,0.0
9,-0.01759743365634131,1.6168627584529955,1.0745808533684746,-0.332215421307058,1.6666807775535395,0.0
10,0.0010209599183842177,1.7424240041785288,1.0928388872004875,-0.3347752091325754,1.8056997951052476,0.0
11,0.017687004528848305,1.8347023723921856,1.0931628025594908,-0.3458094161365042,1.9056320365945054,0.0
12,0.036142035633225156,1.8914624470204306,1.0823689588689083,-0.36858308163458764,1.9625820665125358,0.0
13,0.04946809325862511,1.921459667379577,1.0764290964242906,-0.39457574538050966,1.9891414911778025,0.0
14,0.04526489557830579,1.9503022710458924,1.110503123002763,-0.4467980545078178,2.02629787373071,0.0
15,0.04202350295981916,1.9776886641090712,1.120102156047929,-0.46729737308455194,2.0576802415959894,0.0
16,0.04477406960335939,2.0122329405785497,1.112127742647146,-0.47077953155908014,2.0930300350779003,0.0
17,0.050155548809978995,2.038729530447549,1.105253470790983,-0.47051054289521316,2.119271648814668,0.0
18,0.0479586036234817,2.055098969506736,1.12361236767036,-0.4777563247413859,2.142625470584134,0.0
19,0.04063264858407639,2.0613397823965554,1.1527566343598674,-0.4878841392125593,2.1590829778806255,0.0
20,0.0347952044581773,2.06946683958487,1.1778064884539976,-0.4968120100589516,2.1764395126557705,0.0
21,0.0035817333855397426,2.0506331465046244,1.2483489862000312,-0.5107922008549706,2.1840361818578518,0.0
22,-0.038614580529286596,2.0137131969005404,1.3330959404566525,-0.5240419780289607,2.1787749396491813,0.0
23,-0.09371177066576554,1.9557427659214106,1.4368866840821803,-0.5375041986616335,2.159069325329847,0.0
24,-0.1256957215370465,1.9194533037293096,1.4955529515855595,-0.5440459572868487,2.144251436216303,0.0
25,-0.13697133751154444,1.9091264567069843,1.5180443603586846,-0.5457334511259316,2.1423393859297515,0.0
26,-0.13596111297749178,1.9156745134833932,1.5198575355831052,-0.5447601683855531,2.149928650998289,0.0
27,-0.11965052358488032,1.9466519067237291,1.4980414530429835,-0.5404262968930785,2.1737214236432645,0.0
28,-0.10540545441589814,1.9771955702376132,1.4802036906382603,-0.5366577471869941,2.198527006437939,0.0
29,-0.10058938472274531,1.9925728188964573,1.475875156875178,-0.5354836023501166,2.2126455704186605,0.0
30,-0.08739897242358406,2.0244554316589047,1.4596507318656504,-0.5326352774556433,2.238948114420302,0.0
31,-0.0676398139966693,2.0727825507167523,1.4357009255598971,-0.527962020669733,2.2785520501753815,0.0
32,-0.04101782984584579,2.1393730485046563,1.4054326378371174,-0.5192601940099545,2.3335532794792186,0.0
33,-0.008652936706166903,2.2220567580959294,1.3716753489317404,-0.5038158426367313,2.4030219316530204,0.0
34,0.057165039621585007,2.393342861410829,1.3096043155139383,-0.4555098003752347,2.5506191548252977,0.0
35,0.09578882101128264,2.5064794374298702,1.2828043358595564,-0.4034362935210489,2.654508467710982,0.0
36,0.11411367489210364,2.5821141008868946,1.2799513930708777,-0.3627742869913231,2.7321402922130487,0.0
37,0.11895898034155442,2.6258118722095762,1.2862400301217258,-0.38382427728911267,2.783225762102436,0.0
38,0.13235532524388202,2.6962711448256873,1.2894653813409933,-0.475824406590752,2.8608107656279143,0.0
39,0.14465713782286302,2.7586489449233467,1.3019970349075147,-0.5858977230119811,2.9293024088411563,0.0
40,0.14957717604753848,2.801115892232392,1.3274468893831244,-0.667978190929577,2.9787729179387608,0.0
41,0.13726208613871607,2.7960836266808924,1.3638429003761021,-0.698830596323056,2.9846558061845387,0.0
42,0.11951714534946165,2.7793569692685116,1.4039871737423018,-0.7135852783581361,2.981438038351797,0.0
43,0.1311935730774835,2.8379922662374715,1.4144333632437953,-0.7342762080495243,3.044028735804477,0.0
44,0.14893503674037303,2.9117251931414314,1.4186077492951796,-0.7556630925269164,3.119494186365674,0.0
45,0.20145535179111243,3.0828920004982807,1.39354793061546,-0.7887429129620409,3.2831187191690727,0.0
46,0.20947960984516614,3.107972892236649,1.3889449981432571,-0.7933638736643907,3.3067872133770817,0.0
47,0.3297738265623802,3.488006813208523,1.3221275922237394,-0.8621040330981384,3.6665780853010057,0.0
48,0.3675024318032998,3.6071992605873087,1.3011711453378625,-0.8836634061299191,3.7794215478454722,0.0
